track_name,artist_name,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,release_year,genres,loudness_scaled
Panini,Lil Nas X,0.703,0.594,Key_5,minor,0.0752,0.342,0.0,0.123,0.475,153.848,4,2019,Hip Hop,0.6822559582109042
Suge,DaBaby,0.876,0.662,Key_2,minor,0.426,0.0608,0.0,0.127,0.844,75.445,4,2019,"Pop,Hip Hop,Rap",0.654831864185439
Slide Away,Miley Cyrus,0.534,0.538,Key_5,major,0.0327,0.173,2.82e-06,0.248,0.289,148.016,4,2019,Pop,0.6392425726412013
Giant with RagnBone Man,"Calvin Harris, Rag'n'Bone Man",0.807,0.887,Key_1,minor,0.0361,0.016,0.000503,0.0811,0.606,122.015,4,2019,"Jazz,Pop,Hip Hop",0.8320274240940253
Lost Without You,Freya Ridings,0.386,0.136,Key_6,major,0.0458,0.932,0.0,0.0653,0.0976,67.016,3,2019,Pop,0.4275220372184133
emotions,iann dior,0.63,0.631,Key_9,major,0.0396,0.0129,0.0,0.142,0.163,80.512,4,2019,Rap,0.676950701926216
Motivation,Normani,0.599,0.887,Key_4,major,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,4,2019,"Jazz,Pop",0.8601044727391445
Better,Khalid,0.695,0.586,Key_0,minor,0.0658,0.102,0.317,0.113,0.112,98.035,4,2018,"Jazz,Pop",0.3419849820437479
Never Really Over,Katy Perry,0.77,0.882,Key_8,major,0.0602,0.194,0.0,0.316,0.385,99.991,4,2019,Pop,0.7927685275873326
Easier,5 Seconds of Summer,0.562,0.46,Key_5,major,0.259,0.476,0.0,0.107,0.623,176.055,4,2020,Pop,0.8432908912830557
If I Cant Have You,Shawn Mendes,0.692,0.809,Key_2,major,0.0602,0.524,0.0,0.147,0.864,123.911,4,2019,Pop,0.8412504080966372
Ladbroke Grove,AJ Tracey,0.902,0.839,Key_11,minor,0.208,0.0933,0.0,0.102,0.727,133.989,4,2019,Hip Hop,0.4128305582761997
I Dont Care with Justin Bieber,"Ed Sheeran & Justin Bieber, Justin Bieber",0.798,0.676,Key_6,major,0.0442,0.0902,0.0,0.0894,0.843,101.956,4,2019,Pop,0.7724453150506039
The London feat J Cole  Travis Scott,"Young Thug, J. Cole, Travis Scott",0.796,0.586,Key_4,minor,0.147,0.0247,0.0,0.132,0.179,97.981,4,2019,"Hip Hop,Rap",0.6169604962455109
we fell in love in october,girl in red,0.566,0.366,Key_7,major,0.028,0.113,0.181,0.155,0.237,129.96,4,2018,"Rock,Pop",0.1385079986940907
Natural,Imagine Dragons,0.704,0.611,Key_2,major,0.0409,0.217,0.0,0.0812,0.22,100.0,4,2018,"Rock,Pop",0.6850310153444334
Call Out My Name,The Weeknd,0.461,0.593,Key_1,major,0.0356,0.17,0.0,0.307,0.175,134.17,3,2018,"Jazz,Pop",0.7795461965393404
Delicate,Taylor Swift,0.75,0.404,Key_9,minor,0.0682,0.216,0.000357,0.0911,0.0499,95.045,4,2017,Pop,0.3531668299053214
Ric Flair Drip with Metro Boomin,"Offset, Metro Boomin",0.88,0.428,Key_9,major,0.206,0.149,5.05e-05,0.114,0.333,100.007,4,2017,"Pop,Hip Hop,Rap",0.5080803134182174
Gods Plan,Drake,0.754,0.449,Key_7,major,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4,2018,"Pop,Hip Hop,Rap",0.4320927195559907
One Kiss with Dua Lipa,"Calvin Harris, Dua Lipa",0.791,0.862,Key_9,minor,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4,2018,"Pop,Hip Hop",0.9194417238001956
Lucid Dreams,Juice WRLD,0.511,0.566,Key_6,minor,0.2,0.349,0.0,0.34,0.218,83.903,4,2018,Rap,0.5937806072477961
All The Stars with SZA,"Kendrick Lamar, SZA",0.698,0.633,Key_8,major,0.0597,0.0605,0.000194,0.0926,0.552,96.924,4,2018,"Jazz,Pop,Hip Hop,Rap",0.7801991511589943
rockstar feat 21 Savage,"Post Malone, 21 Savage",0.585,0.52,Key_5,minor,0.0712,0.124,7.01e-05,0.131,0.129,159.801,4,2018,"Pop,Hip Hop,Rap",0.6830721514854716
Happier,"Marshmello, Bastille",0.687,0.792,Key_5,major,0.0452,0.191,0.0,0.167,0.671,100.011,4,2018,"Rock,Pop,Hip Hop",0.959516813581456
Moonlight,XXXTENTACION,0.921,0.537,Key_9,minor,0.0804,0.556,0.00404,0.102,0.711,128.009,4,2018,"Hip Hop,Rap",0.716780933725106
Djala Que Vuelva feat Manuel Turizo,"Piso 21, Manuel Turizo",0.681,0.788,Key_1,major,0.0785,0.0482,0.0,0.0753,0.839,170.019,4,2018,"Pop,Latino,Rap",0.8310479921645444
I Like Me Better,Lauv,0.753,0.505,Key_9,major,0.255,0.534,2.58e-06,0.104,0.419,91.972,4,2018,Pop,0.5618674502122101
LOVE FEAT ZACARI,"Kendrick Lamar, Zacari",0.8,0.585,Key_10,major,0.0924,0.264,0.0,0.153,0.779,126.058,4,2017,"Hip Hop,Rap",0.5845576232451843
Yes Indeed,"Lil Baby, Drake",0.963,0.346,Key_5,minor,0.53,0.0355,0.0,0.108,0.562,119.957,4,2018,"Pop,Hip Hop,Rap",0.4240940254652301
2002,Anne-Marie,0.697,0.683,Key_1,minor,0.117,0.0372,0.0,0.137,0.603,96.133,4,2018,Pop,0.948743062357166
Let You Down,NF,0.662,0.714,Key_5,minor,0.121,0.312,0.0,0.179,0.464,147.997,4,2017,"Pop,Hip Hop,Rap",0.7202905648057459
Silence,"Marshmello, Khalid",0.52,0.761,Key_4,major,0.0853,0.256,4.96e-06,0.17,0.286,141.971,4,2017,"Jazz,Pop,Hip Hop",0.9314397649363368
The Middle,"Zedd, Maren Morris, Grey",0.753,0.657,Key_7,major,0.0449,0.171,0.0,0.112,0.437,107.01,4,2018,"Pop,Hip Hop,Country",0.9340515834149524
SAD,XXXTENTACION,0.74,0.613,Key_8,major,0.145,0.258,0.00372,0.123,0.473,75.023,4,2018,"Hip Hop,Rap",0.7855860267711393
IDGAF,Dua Lipa,0.836,0.544,Key_7,major,0.0943,0.0403,0.0,0.0824,0.51,97.028,4,2017,Pop,0.6962128632060072
Nice For What,Drake,0.585,0.909,Key_8,major,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,4,2018,"Pop,Hip Hop,Rap",0.6554848188050929
Him  I with Halsey,"G-Eazy, Halsey",0.589,0.731,Key_2,major,0.0868,0.0534,0.0,0.308,0.191,87.908,4,2017,"Rock,Pop,Hip Hop,Rap",0.6661769507019261
In My Mind,"Dynoro, Gigi D'Agostino",0.694,0.77,Key_6,major,0.149,0.176,1.1e-05,0.118,0.163,125.905,4,2018,Hip Hop,0.7484492327783219
Be Alright,Dean Lewis,0.553,0.586,Key_11,major,0.0362,0.697,0.0,0.0813,0.443,126.684,4,2018,Pop,0.6681358145608879
Mo Bamba,Sheck Wes,0.729,0.625,Key_4,major,0.0315,0.194,0.00986,0.248,0.261,146.034,4,2018,"Pop,Rap",0.754080966372837
Self Care,Mac Miller,0.52,0.538,Key_1,major,0.206,0.367,0.00187,0.119,0.177,141.894,4,2018,"Pop,Hip Hop,Rap",0.5220372184133202
Body,"Loud Luxury, Brando",0.752,0.764,Key_1,major,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,4,2017,"Pop,Hip Hop",0.8248449232778321
FRIENDS,"Marshmello, Anne-Marie",0.626,0.88,Key_9,minor,0.0504,0.205,0.0,0.128,0.534,95.079,4,2018,"Pop,Hip Hop",0.9893078681031668
Nonstop,Drake,0.912,0.412,Key_7,major,0.123,0.0165,0.0126,0.104,0.423,154.983,4,2018,"Pop,Hip Hop,Rap",0.5248938948743062
Wolves,"Selena Gomez, Marshmello",0.724,0.804,Key_11,minor,0.0448,0.124,0.0,0.204,0.306,124.987,4,2017,"Pop,Hip Hop",0.8072967678746326
Nevermind,Dennis Lloyd,0.6,0.688,Key_5,minor,0.201,0.159,1.29e-05,0.409,0.0793,99.977,4,2017,Pop,0.5032647730982696
changes,XXXTENTACION,0.669,0.308,Key_11,major,0.029,0.883,0.0,0.0984,0.52,64.934,4,2018,"Hip Hop,Rap",0.3621449559255632
Psycho feat Ty Dolla ign,"Post Malone, Ty Dolla $ign",0.75,0.56,Key_8,major,0.105,0.546,0.0,0.111,0.459,140.06,4,2018,"Jazz,Pop,Hip Hop,Rap",0.5232615083251714
I Like It,"Cardi B, Bad Bunny, J Balvin",0.816,0.726,Key_5,minor,0.129,0.099,0.0,0.372,0.65,136.048,4,2018,"Pop,Latino,Rap",0.8575742735879854
God is a woman,Ariana Grande,0.602,0.658,Key_1,major,0.0558,0.0233,6e-05,0.237,0.268,145.031,4,2018,Pop,0.6995592556317335
Shotgun,George Ezra,0.673,0.735,Key_5,major,0.0457,0.286,0.0,0.242,0.754,115.744,4,2018,Pop,0.7975840679072803
Vaina Loca,"Ozuna, Manuel Turizo",0.754,0.805,Key_6,major,0.0752,0.315,0.0,0.203,0.555,93.982,4,2018,"Pop,Latino,Rap",0.8370878223963434
Stir Fry,Migos,0.817,0.816,Key_2,major,0.269,0.00263,0.0,0.159,0.508,181.982,4,2018,"Pop,Hip Hop,Rap",0.7429807378387201
Let Me Go with Alesso Florida Georgia Line  watt,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",0.664,0.708,Key_8,major,0.0474,0.0337,0.0,0.0841,0.742,103.07,4,2017,"Rock,Pop,Hip Hop,Country",0.8448416585047338
Finesse - Remix feat Cardi B,"Bruno Mars, Cardi B",0.704,0.859,Key_5,minor,0.0996,0.0185,0.0,0.0215,0.926,105.115,4,2017,"Pop,Rap",0.7858308847535096
How Long,Charlie Puth,0.845,0.561,Key_1,minor,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,4,2018,Pop,0.7551420176297746
no tears left to cry,Ariana Grande,0.699,0.713,Key_9,minor,0.0594,0.04,3.11e-06,0.294,0.354,121.993,4,2018,Pop,0.7344107084557623
In My Feelings,Drake,0.835,0.626,Key_1,major,0.125,0.0589,6e-05,0.396,0.35,91.03,4,2018,"Pop,Hip Hop,Rap",0.7078028077048644
Te Bot - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",0.903,0.675,Key_11,minor,0.214,0.542,1.28e-05,0.0595,0.442,96.507,4,2018,"Latino,Pop,Hip Hop,Rap",0.9027097616715636
Walk It Talk It,"Migos, Drake",0.907,0.633,Key_2,major,0.184,0.0876,2.6e-06,0.106,0.395,145.914,4,2018,"Pop,Hip Hop,Rap",0.7639569049951027
Mine,Bazzi,0.71,0.789,Key_4,major,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,4,2018,Pop,0.8676950701926215
Rewrite The Stars,"Zac Efron, Zendaya",0.684,0.619,Key_10,major,0.0386,0.0716,0.0,0.122,0.284,125.046,4,2017,Pop,0.6121449559255631
Love Lies with Normani,"Khalid, Normani",0.708,0.648,Key_6,major,0.0449,0.0956,0.0,0.134,0.338,143.955,4,2018,"Jazz,Pop",0.7246980084884099
Bad At Love,Halsey,0.675,0.751,Key_0,major,0.0296,0.0604,0.0,0.0893,0.612,118.384,4,2017,"Rock,Pop",0.89503754489063
Trip,Ella Mai,0.477,0.61,Key_11,minor,0.144,0.225,0.0,0.107,0.358,79.882,4,2018,"Jazz,Rap",0.7245347698334965
Taki Taki with Selena Gomez Ozuna  Cardi B,"DJ Snake, Selena Gomez, Ozuna, Cardi B",0.842,0.801,Key_8,minor,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4,2018,"Latino,Pop,Hip Hop,Rap",0.8437806072477962
Eastside with Halsey  Khalid,"benny blanco, Halsey, Khalid",0.56,0.68,Key_6,minor,0.321,0.555,0.0,0.116,0.319,89.391,4,2018,"Rock,Jazz,Pop",0.5596637283708782
In My Blood,Shawn Mendes,0.622,0.712,Key_5,major,0.066,0.0573,0.0,0.13,0.487,140.025,4,2018,Pop,0.5863532484492328
X,"Nicky Jam, J Balvin",0.594,0.749,Key_9,minor,0.056,0.0338,0.00106,0.3,0.694,179.968,4,2019,"Latino,Hip Hop,Rap",0.7514691478942213
River feat Ed Sheeran,"Eminem, Ed Sheeran",0.748,0.749,Key_8,minor,0.516,0.142,0.0,0.0713,0.659,90.09,4,2017,"Pop,Hip Hop,Rap",0.7010284035259549
Its Not Living If Its Not With You,The 1975,0.618,0.837,Key_1,major,0.0304,0.000254,0.000378,0.0618,0.526,121.227,4,2018,"Rock,Pop",0.7482043747959516
Saturday Sun,Vance Joy,0.637,0.864,Key_8,major,0.0468,0.484,0.0,0.222,0.706,99.995,4,2018,"Rock,Pop",0.8263140711720534
Meant to Be feat Florida Georgia Line,"Bebe Rexha, Florida Georgia Line",0.643,0.783,Key_10,major,0.0856,0.047,0.0,0.083,0.579,154.084,4,2017,"Rock,Pop,Country",0.6567907280444008
Never Be the Same,Camila Cabello,0.637,0.713,Key_0,major,0.0747,0.181,0.000637,0.137,0.243,129.923,4,2018,Pop,0.830231798889977
These Days feat Jess Glynne Macklemore  Dan Caplen,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",0.653,0.809,Key_0,major,0.0474,0.194,0.0,0.165,0.55,92.213,4,2018,"Jazz,Pop,Hip Hop,Rap",0.8527587332680377
Me Niego feat Ozuna  Wisin,"Reik, Ozuna, Wisin",0.777,0.782,Key_0,minor,0.0907,0.0505,0.0,0.64,0.773,94.023,4,2019,"Pop,Latino,Rap",0.8219066274893894
Leave a Light On,Tom Walker,0.586,0.624,Key_5,major,0.113,0.0153,1.78e-06,0.133,0.267,68.976,4,2017,"Rock,Pop",0.6985798237022527
Tequila,Dan + Shay,0.489,0.581,Key_11,major,0.0281,0.0312,0.0,0.132,0.494,86.016,4,2018,Country,0.716127979105452
Look Alive feat Drake,"BlocBoy JB, Drake",0.918,0.58,Key_10,major,0.322,0.00108,6.12e-05,0.106,0.611,139.977,4,2018,"Pop,Hip Hop,Rap",0.5716617695070192
Bodak Yellow,Cardi B,0.926,0.703,Key_11,minor,0.103,0.0659,0.0,0.231,0.485,125.022,4,2018,"Pop,Rap",0.6666666666666666
Home with Machine Gun Kelly X Ambassadors  Bebe Rexha,"Machine Gun Kelly, X Ambassadors, Bebe Rexha",0.653,0.718,Key_3,minor,0.213,0.00413,0.0,0.0537,0.216,82.034,4,2017,"Rock,Pop,Hip Hop,Rap",0.7568560235063662
Lets Fall in Love for the Night,FINNEAS,0.737,0.408,Key_5,major,0.104,0.802,0.0,0.171,0.374,127.918,4,2019,"Rock,Pop,Hip Hop",0.5357492654260528
This Feeling,"The Chainsmokers, Kelsea Ballerini",0.575,0.571,Key_1,major,0.0439,0.0558,0.0,0.0912,0.449,105.049,4,2018,"Pop,Country",0.5386059418870388
Rise,"Jonas Blue, Jack & Jack",0.687,0.785,Key_1,major,0.0333,0.327,0.0,0.203,0.655,106.046,4,2018,Pop,0.8043584720861898
The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya, The Greatest Showman Ensemble",0.417,0.824,Key_11,minor,0.105,0.000239,0.0545,0.0725,0.4,157.92,4,2017,Pop,0.5831700946784197
Kings Dead with Kendrick Lamar Future  James Blake,"Jay Rock, Kendrick Lamar, Future, James Blake",0.645,0.705,Key_1,major,0.299,0.000813,0.0,0.128,0.376,137.133,4,2018,"Jazz,Pop,Rap,Rock,Hip Hop",0.7751387528566763
Plug Walk,Rich The Kid,0.876,0.519,Key_11,major,0.143,0.202,0.0,0.108,0.158,94.981,4,2018,"Hip Hop,Rap",0.6508325171400587
Taste feat Offset,"Tyga, Offset",0.884,0.559,Key_0,major,0.12,0.0236,0.0,0.101,0.342,97.994,4,2018,"Pop,Hip Hop,Rap",0.5764773098269669
Spotlight,"Marshmello, Lil Peep",0.546,0.822,Key_7,major,0.151,0.0145,0.0,0.742,0.615,150.06,4,2018,"Pop,Hip Hop,Rap",0.8179888997714657
MotorSport,"Migos, Nicki Minaj, Cardi B",0.904,0.518,Key_2,major,0.183,0.0305,0.0,0.325,0.188,137.996,4,2018,"Pop,Hip Hop,Rap",0.749673522690173
Done for Me feat Kehlani,"Charlie Puth, Kehlani",0.856,0.632,Key_6,minor,0.074,0.193,0.0,0.0688,0.697,112.009,4,2018,"Jazz,Pop,Rap",0.8825497877897485
Corazn feat Nego do Borel,"Maluma, Nego do Borel",0.722,0.738,Key_9,minor,0.247,0.328,1.47e-05,0.198,0.748,198.075,4,2018,"Pop,Latino,Rap",0.6882141691152464
Simple,Florida Georgia Line,0.362,0.882,Key_3,major,0.0973,0.0791,0.0,0.15,0.864,199.811,4,2019,"Rock,Pop,Country",0.8805093046033299
Say Something feat Chris Stapleton,"Justin Timberlake, Chris Stapleton",0.707,0.632,Key_10,major,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,4,2018,"Pop,Country",0.6100228534116878
Jackie Chan,"Tiësto, Dzeko, Preme, Post Malone",0.747,0.834,Key_3,minor,0.045,0.374,0.0,0.0586,0.687,128.005,4,2018,"Pop,Hip Hop,Rap",0.9498857329415604
1950,King Princess,0.6,0.535,Key_4,major,0.107,0.648,4.7e-06,0.162,0.269,71.912,4,2018,"Rock,Pop,Hip Hop",0.6090434214822069
Solo feat Demi Lovato,"Clean Bandit, Demi Lovato",0.737,0.636,Key_11,minor,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,4,2018,Pop,0.812846882141691
Back To You,Selena Gomez,0.6,0.683,Key_6,major,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,4,2018,Pop,0.6720535422788115
Pray For Me with Kendrick Lamar,"The Weeknd, Kendrick Lamar",0.735,0.677,Key_2,major,0.093,0.0762,2.17e-05,0.111,0.188,100.584,4,2018,"Jazz,Pop,Hip Hop,Rap",0.7775057133529218
Dura,Daddy Yankee,0.783,0.84,Key_1,major,0.051,0.174,0.0,0.412,0.839,95.001,4,2018,"Latino,Hip Hop,Rap",0.9050767221678092
This Is America,Childish Gambino,0.854,0.463,Key_5,major,0.137,0.117,0.0,0.354,0.549,120.024,4,2018,"Hip Hop,Rap",0.6811949069539666
Be Careful,Cardi B,0.82,0.568,Key_6,minor,0.411,0.0256,0.0,0.0952,0.535,152.279,4,2018,"Pop,Rap",0.5121612797910544
1 2 3 feat Jason Derulo  De La Ghetto,"Sofía Reyes, Jason Derulo, De La Ghetto",0.792,0.895,Key_1,minor,0.0589,0.165,0.0,0.0501,0.794,94.968,4,2018,"Pop,Latino,Rap",0.9298889977146588
Bood Up,Ella Mai,0.561,0.779,Key_10,minor,0.0531,0.0862,0.0,0.078,0.235,81.965,4,2017,"Jazz,Rap",0.767058439438459
You Make It Easy,Jason Aldean,0.542,0.571,Key_7,major,0.028,0.156,0.0,0.101,0.506,131.877,3,2018,"Rock,Country",0.7513875285667644
I Miss You feat Julia Michaels,"Clean Bandit, Julia Michaels",0.693,0.624,Key_0,minor,0.0448,0.299,7.64e-06,0.0955,0.369,105.002,4,2018,Pop,0.5732125367286972
Im Upset,Drake,0.899,0.586,Key_11,minor,0.343,0.279,0.0,0.0836,0.492,150.002,4,2018,"Pop,Hip Hop,Rap",0.5418707149853085
FEFE feat Nicki Minaj  Murda Beatz,"6ix9ine, Nicki Minaj, Murda Beatz",0.93,0.383,Key_1,major,0.409,0.0896,0.0,0.119,0.385,125.967,4,2018,"Pop,Hip Hop,Rap",0.4215638263140711
Youngblood,5 Seconds of Summer,0.596,0.854,Key_7,minor,0.463,0.0169,0.0,0.124,0.152,120.274,4,2018,Pop,0.7664871041462618
Freaky Friday feat Chris Brown,"Lil Dicky, Chris Brown",0.755,0.599,Key_8,major,0.224,0.147,0.0,0.109,0.755,133.123,4,2018,"Rock,Jazz,Pop,Rap",0.7723636957231471
Shape of You,Ed Sheeran,0.825,0.652,Key_1,minor,0.0802,0.581,0.0,0.0931,0.931,95.977,4,2017,Pop,0.92409402546523
Believer,Imagine Dragons,0.776,0.78,Key_10,minor,0.128,0.0622,0.0,0.081,0.666,124.949,4,2017,"Rock,Pop",0.8268854064642506
Despacito,"Luis Fonsi, Daddy Yankee",0.655,0.797,Key_2,major,0.153,0.198,0.0,0.067,0.839,177.928,4,2019,"Latino,Pop,Hip Hop,Rap",0.7931766242246163
Bad Things with Camila Cabello,"Machine Gun Kelly, Camila Cabello",0.697,0.691,Key_2,major,0.146,0.214,0.0,0.185,0.305,137.853,4,2017,"Pop,Hip Hop,Rap",0.7956252040483185
Rockabye feat Sean Paul  Anne-Marie,"Clean Bandit, Sean Paul, Anne-Marie",0.72,0.763,Key_9,minor,0.0523,0.406,0.0,0.18,0.742,101.965,4,2016,"Pop,Rap",0.8518609206660136
Havana feat Young Thug,"Camila Cabello, Young Thug",0.765,0.523,Key_2,major,0.03,0.184,3.56e-05,0.132,0.394,104.988,4,2018,"Pop,Hip Hop,Rap",0.830231798889977
Thunder,Imagine Dragons,0.605,0.822,Key_0,major,0.0438,0.00671,0.134,0.147,0.288,167.997,4,2017,"Rock,Pop",0.7894221351616062
Dont Wanna Know feat Kendrick Lamar,"Maroon 5, Kendrick Lamar",0.783,0.61,Key_7,major,0.0696,0.343,0.0,0.0983,0.418,100.047,4,2018,"Pop,Hip Hop,Rap",0.6840515834149525
Something Just Like This,"The Chainsmokers, Coldplay",0.617,0.635,Key_11,minor,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,4,2017,Pop,0.6314071172053541
Perfect,Ed Sheeran,0.599,0.448,Key_8,major,0.0232,0.163,0.0,0.106,0.168,95.05,3,2017,Pop,0.6687071498530851
Thats What I Like,Bruno Mars,0.853,0.56,Key_1,major,0.0406,0.013,0.0,0.0944,0.86,134.066,4,2016,Pop,0.7789748612471432
Theres Nothing Holdin Me Back,Shawn Mendes,0.866,0.813,Key_11,minor,0.0554,0.38,0.0,0.0779,0.969,121.998,4,2017,Pop,0.8522690173032973
Say You Wont Let Go,James Arthur,0.358,0.557,Key_10,major,0.059,0.695,0.0,0.0902,0.494,85.043,4,2016,Pop,0.5800685602350636
Attention,Charlie Puth,0.775,0.613,Key_3,minor,0.0542,0.109,2.33e-05,0.134,0.797,100.066,4,2018,Pop,0.8095821090434213
Look What You Made Me Do,Taylor Swift,0.766,0.709,Key_9,minor,0.123,0.204,1.41e-05,0.126,0.506,128.07,4,2017,Pop,0.6557296767874632
Too Good At Goodbyes,Sam Smith,0.681,0.372,Key_5,major,0.0432,0.64,0.0,0.169,0.476,91.873,4,2017,Pop,0.5115899444988572
goosebumps,Travis Scott,0.841,0.728,Key_7,major,0.0484,0.0847,0.0,0.149,0.43,130.049,4,2016,"Hip Hop,Rap",0.9088312112308192
Love On The Brain,Rihanna,0.509,0.637,Key_4,minor,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,3,2016,Pop,0.7896669931439764
Unforgettable,"French Montana, Swae Lee",0.726,0.769,Key_6,major,0.123,0.0293,0.0101,0.104,0.733,97.985,4,2017,"Pop,Hip Hop,Rap",0.7722820763956904
Passionfruit,Drake,0.809,0.463,Key_11,major,0.0396,0.256,0.085,0.109,0.364,111.98,4,2017,"Pop,Hip Hop,Rap",0.2553052562846881
HUMBLE,Kendrick Lamar,0.908,0.621,Key_1,minor,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,4,2017,"Hip Hop,Rap",0.6420992491021873
Ready For It,Taylor Swift,0.613,0.764,Key_2,major,0.136,0.0527,0.0,0.197,0.417,160.015,4,2017,Pop,0.6526281423441069
Redbone,Childish Gambino,0.745,0.353,Key_1,major,0.0983,0.174,0.00662,0.118,0.598,160.111,4,2016,"Hip Hop,Rap",0.317580803134182
Sign of the Times,Harry Styles,0.516,0.595,Key_5,major,0.0313,0.0275,0.0,0.109,0.222,119.972,4,2017,Pop,0.8059908586353247
Jocelyn Flores,XXXTENTACION,0.872,0.391,Key_0,minor,0.242,0.469,4.13e-06,0.297,0.437,134.021,4,2017,"Hip Hop,Rap",0.4375612144955925
Congratulations,"Post Malone, Quavo",0.63,0.804,Key_6,major,0.0363,0.215,0.0,0.253,0.492,123.146,4,2016,"Pop,Hip Hop,Rap",0.8424746980084883
I Dont Wanna Live Forever Fifty Shades Darker,"ZAYN, Taylor Swift",0.731,0.445,Key_0,major,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,4,2017,Pop,0.4968168462291871
Whatever It Takes,Imagine Dragons,0.672,0.655,Key_10,minor,0.0311,0.0362,0.0,0.117,0.556,134.945,4,2017,"Rock,Pop",0.7740777015997387
Bored,Billie Eilish,0.614,0.318,Key_7,major,0.0478,0.896,0.00239,0.0795,0.112,119.959,4,2017,Pop,0.1477309826967026
XO Tour Llif3,Lil Uzi Vert,0.732,0.75,Key_11,minor,0.231,0.00264,0.0,0.109,0.401,155.096,4,2017,"Hip Hop,Rap",0.6642997061704211
No Lie,"Sean Paul, Dua Lipa",0.742,0.882,Key_7,major,0.117,0.0466,0.0,0.206,0.463,102.04,4,2018,"Pop,Rap",0.950293829578844
Mask Off,Future,0.833,0.434,Key_2,major,0.431,0.0102,0.0219,0.165,0.281,150.062,4,2017,"Hip Hop,Rap",0.4660463597779953
Mercy,Shawn Mendes,0.555,0.662,Key_11,minor,0.0827,0.125,0.0,0.111,0.356,148.128,4,2017,Pop,0.779709435194254
BUTTERFLY EFFECT,Travis Scott,0.763,0.628,Key_11,major,0.05,0.0531,0.0,0.114,0.193,140.958,4,2018,"Hip Hop,Rap",0.7064152791380998
New Rules,Dua Lipa,0.762,0.7,Key_9,minor,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4,2017,Pop,0.6924583741429969
Feel It Still,Portugal. The Man,0.801,0.795,Key_1,minor,0.0504,0.0417,0.000113,0.0717,0.754,79.028,4,2017,Rock,0.7664054848188049
Magnolia,Playboi Carti,0.791,0.582,Key_11,minor,0.286,0.0114,0.0,0.35,0.443,162.991,4,2017,"Hip Hop,Rap",0.5861900097943191
Hold On,Chord Overstreet,0.618,0.443,Key_2,major,0.0526,0.469,0.0,0.0829,0.167,119.949,4,2017,Pop,0.3937316356513222
24K Magic,Bruno Mars,0.818,0.803,Key_1,major,0.0797,0.034,0.0,0.153,0.632,106.97,4,2016,Pop,0.8343943845902708
More Than You Know,Axwell /\ Ingrosso,0.646,0.741,Key_5,minor,0.034,0.0275,0.0,0.312,0.571,123.077,4,2017,"Pop,Hip Hop",0.7779954293176623
Little Dark Age,MGMT,0.705,0.712,Key_6,major,0.0385,0.0102,0.000855,0.1,0.62,97.512,4,2018,Rock,0.6814397649363368
I Feel It Coming,"The Weeknd, Daft Punk",0.773,0.819,Key_0,minor,0.118,0.428,0.0,0.0679,0.585,92.987,4,2016,"Rock,Jazz,Pop",0.6985798237022527
Young Dumb  Broke,Khalid,0.799,0.539,Key_1,major,0.0421,0.199,1.66e-05,0.165,0.394,136.948,4,2017,"Jazz,Pop",0.6655239960822722
I Fall Apart,Post Malone,0.556,0.538,Key_8,minor,0.0382,0.0689,0.0,0.196,0.291,143.95,4,2016,"Pop,Rap",0.7424910218739796
Human,Rag'n'Bone Man,0.602,0.707,Key_9,major,0.302,0.393,0.0,0.165,0.554,75.087,4,2017,Jazz,0.849493960169768
Castle on the Hill,Ed Sheeran,0.461,0.834,Key_2,major,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,4,2017,Pop,0.7865654587006201
DNA,Kendrick Lamar,0.638,0.523,Key_1,major,0.357,0.00454,0.0,0.0842,0.422,139.913,4,2017,"Hip Hop,Rap",0.6399771465883121
Without You feat Sandro Cavazza,"Avicii, Sandro Cavazza",0.662,0.858,Key_2,major,0.0428,0.00163,0.0,0.0456,0.295,133.993,4,2017,"Pop,Hip Hop",0.7885243225595819
Drowning feat Kodak Black,"A Boogie Wit da Hoodie, Kodak Black",0.839,0.81,Key_5,minor,0.0568,0.501,0.0,0.117,0.814,129.014,4,2017,"Latino,Hip Hop,Rap",0.7534280117531831
